year,province,valid_votes,name,cand_number,cand_votes
2014,Sulawesi Tenggara,1111429,"H. ABDUL SAMAD, S.Sos",3,23358
2014,Sulawesi Tenggara,1111429,"ABDUL SYAHIR, S.Sos., S.H., M.H",4,24603
2014,Sulawesi Tenggara,1111429,"ADIPUTERA, S.T",5,22595
2014,Sulawesi Tenggara,1111429,"AFIAT TAWAKAL, S.SI",6,25706
2014,Sulawesi Tenggara,1111429,Drs. AHYAR ANDI RAUF,7,29454
2014,Sulawesi Tenggara,1111429,"ALEX PANGAIBALI, S.Th",8,21553
2014,Sulawesi Tenggara,1111429,"ALI LAOPA, S.H",9,29372
2014,Sulawesi Tenggara,1111429,Drs. H. ANAS MAISA,10,11969
2014,Sulawesi Tenggara,1111429,"Ir. H. ANDI SYAMSUL BAHRI, M.Si",11,12693
2014,Sulawesi Tenggara,1111429,ARSYAD,12,19614
2014,Sulawesi Tenggara,1111429,ASMAUN PARATE,13,5471
2014,Sulawesi Tenggara,1111429,ASMIN,14,5772
2014,Sulawesi Tenggara,1111429,"BOSMAN, S.Si., S.H., M.H",15,22968
2014,Sulawesi Tenggara,1111429,"EDHI SUSILO HADISUTANTO, S.H",16,11641
2014,Sulawesi Tenggara,1111429,H. HASAN KAMAL SAID ABD. QAHHAR MUDZAKKAR,17,17610
2014,Sulawesi Tenggara,1111429,"H.HERRY HERMANSYAH SILONDAE, S.E",18,26187
2014,Sulawesi Tenggara,1111429,"Drs. H. HOESEIN EFFENDY, S.H",19,19135
2014,Sulawesi Tenggara,1111429,Drs. ILHAM,20,13975
2014,Sulawesi Tenggara,1111429,"IRWAN MUSTAKIM, S.T",21,10088
2014,Sulawesi Tenggara,1111429,"H. JUNAIS DARANGA, S.E",22,10088
2014,Sulawesi Tenggara,1111429,"Drs. H. KAMARUDDIN, M.H",23,23234
2014,Sulawesi Tenggara,1111429,Drs. KASMIR,24,23234
2014,Sulawesi Tenggara,1111429,"L.M. RUSMAN EMBA, S.T",25,56232
2014,Sulawesi Tenggara,1111429,"LA DJADI SIHARIS, M.SI",26,17419
2014,Sulawesi Tenggara,1111429,"LA ODE ABDUL AZIZ NADIA, S.Ag., M.Si",27,15101
2014,Sulawesi Tenggara,1111429,"Drs. H. LA ODE ALI HANAFI, M.Si",28,19180
2014,Sulawesi Tenggara,1111429,Drs. LA ODE ALI TANDA,29,11007
2014,Sulawesi Tenggara,1111429,"LA ODE ASADI, S.E., M.Si",30,11939
2014,Sulawesi Tenggara,1111429,"dr. H. LA ODE BARIUN, M.Kes",31,13483
2014,Sulawesi Tenggara,1111429,"Drs. LA ODE DJABARU, M.Si",32,10555
2014,Sulawesi Tenggara,1111429,"H. LA ODE HAMIRU, M.Sc",33,22583
2014,Sulawesi Tenggara,1111429,"LA ODE RUSYAMIN, S.Km",34,25805
2014,Sulawesi Tenggara,1111429,LA ODE SABRI,35,25805
2014,Sulawesi Tenggara,1111429,H.M. YASIN WELSON LAJAHA,36,39840
2014,Sulawesi Tenggara,1111429,Ir. H. M. YUNUS SJAMSOEDDIN,37,11952
2014,Sulawesi Tenggara,1111429,Ir. MAS'UDI,38,11804
2014,Sulawesi Tenggara,1111429,"MASWATY MADJID, S.Km., M.Si",39,18638
2014,Sulawesi Tenggara,1111429,"H. MUCHLIS PATAHNA, S.H., M.Kn",40,23937
2014,Sulawesi Tenggara,1111429,Ir. MUDAWING SAENONG,41,6007
2014,Sulawesi Tenggara,1111429,Drs. H. MUH. RATMAN,42,15932
2014,Sulawesi Tenggara,1111429,MUHAMMAD KOBAR,43,6391
2014,Sulawesi Tenggara,1111429,"MULIATI SAIMAN, S.Si",44,75171
2014,Sulawesi Tenggara,1111429,Drs. H. MUSTAFA RANSE AMIN,45,7605
2014,Sulawesi Tenggara,1111429,Ir. PADANG SUGIARTO,46,5069
2014,Sulawesi Tenggara,1111429,RAHMAN JIHAD,47,5069
2014,Sulawesi Tenggara,1111429,Drs. SAIFUL AMIN,48,25173
2014,Sulawesi Tenggara,1111429,"SAIPUDDIN, S.P",49,10053
2014,Sulawesi Tenggara,1111429,H. SUDARMAN SAFRIEN,50,9735
2014,Sulawesi Tenggara,1111429,"SUHARMAN, S.Pi., M.S",51,6422
2014,Sulawesi Tenggara,1111429,"H. SUKIMAN PABELU, S.Sos",52,6422
2014,Sulawesi Tenggara,1111429,"SYAM ABDUL DJALIL HAMRA, S.E",53,13578
2014,Sulawesi Tenggara,1111429,"TASLIMIN, S.P",54,7548
2014,Sulawesi Tenggara,1111429,"TATA SUNARTA, S.Pd., M.Pd",55,11809
2014,Sulawesi Tenggara,1111429,TITING SURYANA SARANANI,56,7077
2014,Sulawesi Tenggara,1111429,Ir. VENCE SAMUEL TUMANAN,57,25678
2014,Sulawesi Tenggara,1111429,"Ir. WA ODE HAMSINAH BOLU, M.Sc",58,46548
2014,Sulawesi Tenggara,1111429,"WENCESLAUS LA RANGKA, S.H",59,4949
2014,Sulawesi Tenggara,1111429,YAFRUDDIN,60,4949
2014,Sulawesi Tenggara,1111429,"YAN SULAEMAN, S.E",61,3944
2014,Sulawesi Tenggara,1111429,"Drs. H. YUSRAN A. SILONDAE, M.Si",62,47759
2014,Sulawesi Tenggara,1111429,"H. YUSRAN TARIDALA, S.P",63,18270
2014,Sulawesi Utara,1390215,"Dr. Ir. Adolf Lucky Longdong, M.Ed",1,27759
2014,Sulawesi Utara,1390215,"H. Ali Hardi Kiaidemak, S.H., M.Si",2,35292
2014,Sulawesi Utara,1390215,"Ir. Andry Harits Umboh, M.Si",3,69835
2014,Sulawesi Utara,1390215,Drs. Arudji Mongilong,4,72533
2014,Sulawesi Utara,1390215,"Aryanthi Baramuli Putri, S.H., M.H.",5,150181
2014,Sulawesi Utara,1390215,"Bachtiar Kodja, S.Sos",6,12788
2014,Sulawesi Utara,1390215,Baso Affandi,7,29817
2014,Sulawesi Utara,1390215,Benny Rhamdani,8,94646
2014,Sulawesi Utara,1390215,Drs. Berny Tamara,9,26002
2014,Sulawesi Utara,1390215,Dolfie Maringka,10,8293
2014,Sulawesi Utara,1390215,"Drs. E.C. Harly Weku, M.M., Ak. ",11,19663
2014,Sulawesi Utara,1390215,"Emmanuel J. Tular, S.I.P., M.Si",12,18904
2014,Sulawesi Utara,1390215,Fabian Richard Sarundajang,13,127508
2014,Sulawesi Utara,1390215,"Hamdi Paputungan, SH",14,38734
2014,Sulawesi Utara,1390215,Dra. Hermin Ririswati Katamsi,15,63865
2014,Sulawesi Utara,1390215,Ismail Mo'o,16,15836
2014,Sulawesi Utara,1390215,Jhony Krisen,17,39088
2014,Sulawesi Utara,1390215,Jimmy Mikael Walewangko,18,17965
2014,Sulawesi Utara,1390215,Joseph Theodorus Pati,19,14342
2014,Sulawesi Utara,1390215,"Prof. Dr. Ir. L. W. Sondakh, M.Ec.",20,30086
2014,Sulawesi Utara,1390215,"",21,30086
2014,Sulawesi Utara,1390215,Ir. Marhany V.P. PUA,22,86457
2014,Sulawesi Utara,1390215,Marthin N. Mohede,23,12795
2014,Sulawesi Utara,1390215,Maya Rumantir,24,206946
2014,Sulawesi Utara,1390215,Ir. Stefanus B.A.N. Liow,25,94112
2014,Sulawesi Utara,1390215,"H. Sujahri Van Gobel, S.H., M.T.",26,26602
2014,Sulawesi Utara,1390215,"Drs. Teddy Manueke, M.M. ",27,24339
2014,Sulawesi Utara,1390215,Yuda Abram Mokoginta,28,13121
2014,Sulawesi Utara,1390215,"Zeth Walo, S.Sos.",29,13246
2014,Sumatera Barat,2278870,"Hj. Afrizalty, S.H",1,70987
2014,Sumatera Barat,2278870,"H. Alirman Sori, S.H., M.Hum., M.M. ",2,123140
2014,Sumatera Barat,2278870,"Ir. H. Andi Harmaini, M.M",3,67457
2014,Sumatera Barat,2278870,"Davip Maldian, S.Sos",4,46613
2014,Sumatera Barat,2278870,Hj. Emma Yohanna,5,314053
2014,Sumatera Barat,2278870,"Dr. Ir. H. Herman Darnel Ibrahim, M.Sc",6,135787
2014,Sumatera Barat,2278870,Drs. H. Irdinansyah Tarmizi,7,135787
2014,Sumatera Barat,2278870,Irman Gusman,8,407443
2014,Sumatera Barat,2278870,Jefrie Geovanie,9,195930
2014,Sumatera Barat,2278870,Drs. Jhoni Afrizal,10,51657
2014,Sumatera Barat,2278870,"H. Leonardy Harmainy Dt. Bandaro Basa, S.I.P., M.H.",11,146466
2014,Sumatera Barat,2278870,"Drs. M. Sayuti, M.Pd",12,29501
2014,Sumatera Barat,2278870,"H. M. Yamin Ferrianto Tara, S.E",13,39150
2014,Sumatera Barat,2278870,"Drs. H. Mardinas N. Syair, M.M., M.H",14,58130
2014,Sumatera Barat,2278870,"Masrizal Munaf, S.T., M.M",15,81595
2014,Sumatera Barat,2278870,H. Mizwar Abbas,16,53503
2014,Sumatera Barat,2278870,Muhammad Rahmad,17,107656
2014,Sumatera Barat,2278870,"H. Nofi Candra, S.E",18,169268
2014,Sumatera Barat,2278870,Rahmad Hidayat,19,17311
2014,Sumatera Barat,2278870,"H. Sani Mariko, SH, M.Hum ",20,30006
2014,Sumatera Barat,2278870,S.T. Khairul Azmi Dt. Bijo Dirajo,21,24737
2014,Sumatera Barat,2278870,Syafwan DT. Sampono Alam,22,12604
2014,Sumatera Barat,2278870,"Yong Hendri, S.H",23,18022
2014,Sumatera Barat,2278870,"Zulherman, S.Pd., M.M",24,50644
2014,Sumatera Barat,2278870,"Ir. H. Zulkarnain Kamsya, M.S",25,27574
2014,Sumatera Selatan,3680358,"Abdul Aziz, S.H. ",1,221355
2014,Sumatera Selatan,3680358,Abdul Aziz Kamis,2,122648
2014,Sumatera Selatan,3680358,"Achmad Barnas, S.E., M.M. ",3,73058
2014,Sumatera Selatan,3680358,"Drs. H. Aidil Fitri Syah, M.M. ",4,306632
2014,Sumatera Selatan,3680358,Alamsyah Mustomi,5,158666
2014,Sumatera Selatan,3680358,"Hj. Asmawati, S.E., M.M. ",6,347107
2014,Sumatera Selatan,3680358,"Drs. H. Darwin Azhar, M.M. ",7,103444
2014,Sumatera Selatan,3680358,Drs. Daryono,8,82894
2014,Sumatera Selatan,3680358,"Endu Santoso, S.T. ",9,50760
2014,Sumatera Selatan,3680358,"Firmansyah, S.E., M.Si. ",10,70675
2014,Sumatera Selatan,3680358,"Helmi Ibrahim, S.H., M.Hum.",11,47688
2014,Sumatera Selatan,3680358,Hendri Zainuddin,12,186521
2014,Sumatera Selatan,3680358,"H. Idham Khalid, S.H. ",13,30333
2014,Sumatera Selatan,3680358,"Kartila, S.E. ",14,77513
2014,Sumatera Selatan,3680358,H.M. Basyir D.A,15,122332
2014,Sumatera Selatan,3680358,H. Mohd. Lutfi Izzuddin,16,83622
2014,Sumatera Selatan,3680358,Dr. H. Much. Baryadi,17,123487
2014,Sumatera Selatan,3680358,Drs. H. Noviarman Kailani,18,51008
2014,Sumatera Selatan,3680358,"Hj. Percha Leanpuri, B.Bus., M.B.A.",19,834342
2014,Sumatera Selatan,3680358,"Hj. Rogayati Baidjuri, S.H.",20,160510
2014,Sumatera Selatan,3680358,"Hj. Shinta Paramita Sari, S.H., M.Hum.",21,160510
2014,Sumatera Selatan,3680358,"Siska Marleni, S.E., M.Si.",22,221444
2014,Sumatera Selatan,3680358,"Hj. Siti Farida, S.Pd.",23,24430
2014,Sumatera Selatan,3680358,"Solehun, M.Pd.",24,29115
2014,Sumatera Selatan,3680358,"Drs. H. Syarifudin Ali Amin, S.H.",25,29882
2014,Sumatera Selatan,3680358,Ir.Syukri Zuber,26,80675
2014,Sumatera Selatan,3680358,"Taufikurrohman, S.Sos.",27,80675
2014,Sumatera Selatan,3680358,"Zulkifli, S.Pd.I.",28,40217
2014,Sumatera Utara,5484280,"Dr. Badikenita B.R Sitepu, S.E., M.Si",1,383569
2014,Sumatera Utara,5484280,"Dr. Ir. Benny Pasaribu, M.Ec.",2,345444
2014,Sumatera Utara,5484280,Drs. Binrot Rajagukguk,3,94997
2014,Sumatera Utara,5484280,Prof. Dr. Ir. Hj. Darmayanti Lubis,4,622168
2014,Sumatera Utara,5484280,Darwin Hamonangan Lubis,5,129928
2014,Sumatera Utara,5484280,"Dedi Iskandar Batubara, S.Sos., S.H., M.S.P.",6,430516
2014,Sumatera Utara,5484280,"Drs. E.B. Sinaga, M.M. ",7,183182
2014,Sumatera Utara,5484280,Eddy G.P Manurung,8,143943
2014,Sumatera Utara,5484280,Ir. Edison Sianturi,9,143943
2014,Sumatera Utara,5484280,"Eka Dharmayanto, S.E.",10,97768
2014,Sumatera Utara,5484280,"Ir. Erick Sitompul, M.H. ",11,75879
2014,Sumatera Utara,5484280,Drs. Haris,12,81675
2014,Sumatera Utara,5484280,"Drs. H. Ibrahim Sakty Batubara, MAP",13,274519
2014,Sumatera Utara,5484280,"Manandus Sitanggang, S.Sos.",14,92156
2014,Sumatera Utara,5484280,"H. Muhammad Nuh, M.S.P. ",15,378657
2014,Sumatera Utara,5484280,Drs. Ir. Nagasakti Perangin-angin,16,66912
2014,Sumatera Utara,5484280,"Parlindungan Purba, S.H., M.M. ",17,440032
2014,Sumatera Utara,5484280,"Rafdinal, S.Sos., M.A.P.",18,83739
2014,Sumatera Utara,5484280,"Rahmat Hidayat, S.E. ",19,183678
2014,Sumatera Utara,5484280,Drs. H. Rijal Sirait,20,445059
2014,Sumatera Utara,5484280,Rudolf Mazuoka Pardede,21,226487
2014,Sumatera Utara,5484280,"Drs. H. Syariful Mahya Bandar, M.A.P. ",22,364662
2014,Sumatera Utara,5484280,"Dr. Togu Harlen LBN. Raja, S.E., M.Si",23,43421
2014,Sumatera Utara,5484280,"Turunan Gulo, S.P., M.S.P. ",24,295889
2019,Aceh,2495832,"Dr. Ir. H ABDULLAH PUTEH, M.Si.",1,133367
2019,Aceh,2495832,"ANDRI LISKA, S.I.Kom.",2,55904
2019,Aceh,2495832,"H. ANWAR AHMAD, S.E., Ak.",3,78749
2019,Aceh,2495832,"BUKHARI MY, S.Sos.",4,42265
2019,Aceh,2495832,BURHANUDDIN DAUD,5,47697
2019,Aceh,2495832,"H. FACHRUL RAZI, M.I.P.",6,157317
2019,Aceh,2495832,"TGK. FACHRURRAZI HAMZAH, S.Pd.",7,61232
2019,Aceh,2495832,FADHLI ABDULLAH ADAM,8,14449
2019,Aceh,2495832,FAJRAN ZAIN,9,58097
2019,Aceh,2495832,Drs. H. GHAZALI ABBAS ADAN,10,74820
2019,Aceh,2495832,"Drs. HASANUDDIN DARJO, M.M.",11,123460
2019,Aceh,2495832,"dr. IRSALINA HUSNA AZWIR, S.H.",12,109019
2019,Aceh,2495832,"ISKANDAR, S.E.I",13,49258
2019,Aceh,2495832,"MASRI GANDARA MARZUKI, S.H.",14,37041
2019,Aceh,2495832,"H. M. FADHIL RAHMI, Lc.",15,227624
2019,Aceh,2495832,M. FAKHRUDDIN,16,47524
2019,Aceh,2495832,MUHAMMAD ALI KUBA,17,10222
2019,Aceh,2495832,"H. MUKHLIS MUKHTAR, S.H.",18,21251
2019,Aceh,2495832,"H. MUNTASIR HAMID, S.H., M.H",19,21617
2019,Aceh,2495832,MURDANI,20,13833
2019,Aceh,2495832,"MURSALIN, S.H.I",21,19402
2019,Aceh,2495832,SUDIRMAN,22,960033
2019,Aceh,2495832,TGK. T. ABDUL MUTHALIB,23,49034
2019,Aceh,2495832,"TARMILIN USMAN, S.E., M.Si",24,34951
2019,Aceh,2495832,H. T. BACHRUM MANYAK,25,28967
2019,Aceh,2495832,T. SAIFULLAH,26,18699
2019,Bali,2320137,"A.A NGR. OKA RATMADI,S.H., M.Si.",1,71890
2019,Bali,2320137,"ANAK AGUNG GDE AGUNG, S.H.",2,229675
2019,Bali,2320137,"BAGUS MADE WIRAJAYA, S.H.",3,52926
2019,Bali,2320137,H. BAMBANG SANTOSO,4,126100
2019,Bali,2320137,"DEWA AYU PUTU SRI WIGUNAWATI, S.Sos., S.H., M",5,80571
2019,Bali,2320137,"Drs. DEWA MADE SUAMBA NEGARA, M.Si.",6,55525
2019,Bali,2320137,GEDE LANANG DARMA WIWEKA,7,77387
2019,Bali,2320137,"GEDE NGURAH AMBARA PUTRA, S.H.",8,120428
2019,Bali,2320137,"IDA BAGUS KETUT PURBANEGARA, S.E.",9,52667
2019,Bali,2320137,"Dr.Drs . I GUSTI MADE NGURAH,. M.Si.",10,11258
2019,Bali,2320137,Drs I GUSTI NGURAH HARTA,11,61746
2019,Bali,2320137,I KETUT PUTRA ISMAYA JAYA,12,40345
2019,Bali,2320137,Drs. I KETUT SUWARDANIA,13,24270
2019,Bali,2320137,"Ir. I NENGAH MANUMUDHITA, M.M.",14,10127
2019,Bali,2320137,"I NENGAH WIRATHA, S.E.",15,108087
2019,Bali,2320137,"I NYOMAN SUKRAYASA, S.H.",16,35330
2019,Bali,2320137,"Ir. I WAYAN ADNYANA , S.H., M.Kn",17,15008
2019,Bali,2320137,"Drs. MADE MANGKU PASTIKA, M.M.",18,269790
2019,Bali,2320137,"NGURAH SUGIARTA,S.H.",19,10722
2019,Bali,2320137,"NI MADE AYU SRIWATHI, S.E., M.M.",20,17502
2019,Bali,2320137,"NI MADE SUASTINI, S.I.Kom",21,106002
2019,Bali,2320137,"Dr. SHRI I.G.N ARYA WEDAKARNA MWS, S.E (M.TRU)., M.Si.",22,742781
2019,Banten,5204216,"H. ABAY ZAENUDIN, M.Si.",1,233624
2019,Banten,5204216,H. ABDI SUMAITHI,2,364044
2019,Banten,5204216,ANDIARA APRILIA HIKMAT,3,1187788
2019,Banten,5204216,Hj.  ASIROH,4,346977
2019,Banten,5204216,"H. BUDI HERIYADI. S.E., S.H.",5,295434
2019,Banten,5204216,Hj. CICIH SUTIANINGSIH,6,105217
2019,Banten,5204216,"DANI SAMIUN, S.H",7,268488
2019,Banten,5204216,"ENOH JUNAEDI, S.H.",8,51217
2019,Banten,5204216,Ir. ETEN HILMAN HARTONO,9,88306
2019,Banten,5204216,HABIB ALI ALWI,10,547962
2019,Banten,5204216,HAWASI SYABRAWI,11,125849
2019,Banten,5204216,HARNIATIE SRI ANA M,12,82116
2019,Banten,5204216,HIKA TRANSISIA AP,13,42392
2019,Banten,5204216,"JUJU SUJANA, S.M.",14,201430
2019,Banten,5204216,"H. TB. M. ALI RIDHO AZHARI, S.H., M.I.Kom",19,349450
2019,Banten,5204216,M. FADHLIN AKBAR,20,230918
2019,Banten,5204216,MOCHAMMAD FARID DERMAWAN,21,168283
2019,Banten,5204216,MUHAMMAD NAWAWI,22,85567
2019,Banten,5204216,NANA PRAYATNA RAHADIAN,23,63522
2019,Banten,5204216,"REZA IBNU MALIK, S.Sos",24,54906
2019,Banten,5204216,RUKYAT BIN IDRIS,25,44850
2019,Banten,5204216,SOFYAN NURDIN,26,15032
2019,Banten,5204216,H. SUTISNA SUKANDAR M,27,21775
2019,Banten,5204216,Drs. H. TAFTAZANI,28,29467
2019,Banten,5204216,"TB. TENGKU ABDUROHMAN, S.E., M.M",29,81977
2019,Banten,5204216,"TOPARI, S.Sos., M.H.",30,117625
2019,Bengkulu,974339,"ABDUL KHARIS MA’MUN, S.H.",1,55630
2019,Bengkulu,974339,ABDUL RAUF TIKA,2,15506
2019,Bengkulu,974339,"H. AHMAD KANEDI, S.H., M.H.",3,156594
2019,Bengkulu,974339,BARLIAN,4,24436
2019,Bengkulu,974339,"H. ELFI HAMIDY MARAH SUDIN, S.H., M.H.",5,57502
2019,Bengkulu,974339,"EMILIA PUSPITA, S.H.",6,53344
2019,Bengkulu,974339,"Dra. ENI KHAIRANI, M.Si.",7,109295
2019,Bengkulu,974339,"FATROLAZI, S.E.",8,80528
2019,Bengkulu,974339,"Dr. Ir. HERMEN MALIK, M.Sc.",9,106071
2019,Bengkulu,974339,"Hj. RIRI DAMAYANTI JOHN LATIEF, S.Psi.",10,123934
2019,Bengkulu,974339,"SULTAN BACTIAR, S.Sos., M.Si.",11,191499
2019,DI. Yogyakarta,2189337,"Drs. H. A. HAFIDH ASROM, M.M.",1,163812
2019,DI. Yogyakarta,2189337,"ARIF NOOR HARTANTO, S.IP.",2,88204
2019,DI. Yogyakarta,2189337,"BACHRUL ULUM, S.IP.",3,34985
2019,DI. Yogyakarta,2189337,"Dr. Ir. BAMBANG SOEPIJANTO, M.M.",4,83221
2019,DI. Yogyakarta,2189337,"CHANG WENDRYANTO, S.H.",5,69683
2019,DI. Yogyakarta,2189337,"H. CHOLID MAHMUD, M.T.",6,169356
2019,DI. Yogyakarta,2189337,"Dr. FIDELIS I. DIPONEGORO, S.Si., M.M.",7,88042
2019,DI. Yogyakarta,2189337,GUSTI KANJENG RATU HEMAS,8,984234
2019,DI. Yogyakarta,2189337,"Dr. H. HILMY MUHAMMAD, M.A.",9,299164
2019,DI. Yogyakarta,2189337,MUHAMMAD AFNAN HADIKUSUMO,10,171611
2019,DI. Yogyakarta,2189337,YOHANES WIDI PRAPTOMO,11,37025
2019,DKI Jakarta,5531630,Dr. ABDUL AZIS,1,225004
2019,DKI Jakarta,5531630,H. AGUS SALIM,2,214770
2019,DKI Jakarta,5531630,"ALWIYAH AHMAD, S.H., M.H.",3,266458
2019,DKI Jakarta,5531630,ARDINTO DEMIYASA,4,197753
2019,DKI Jakarta,5531630,ARDI PUTRA BARAMULI,5,250709
2019,DKI Jakarta,5531630,"A. SYAMSUL ZAKARIA, S.H., M.H.",6,157624
2019,DKI Jakarta,5531630,"Dr. H. DAILAMI FIRDAUS, S.H., LL.M.",7,376164
2019,DKI Jakarta,5531630,ENDANG WIDURI,8,164869
2019,DKI Jakarta,5531630,"FAHIRA IDRIS, S.E., M.H.",9,581108
2019,DKI Jakarta,5531630,"FERRY ISWAN, S.H., M.H.",10,39649
2019,DKI Jakarta,5531630,"Hj. H. PATRIKA SUSANA, S.H., M.H.",11,147480
2019,DKI Jakarta,5531630,"Prof. Dr. H. JIMLY ASSHIDDIQIE, S.H.",12,644063
2019,DKI Jakarta,5531630,H. MOH. RIDWAN SR.,13,367187
2019,DKI Jakarta,5531630,"Ir. H. M. SALEH KHALID, M.M.",14,78810
2019,DKI Jakarta,5531630,MUHAMMAD TAUFIK,15,166405
2019,DKI Jakarta,5531630,"H. PARDI, S.H.",16,32858
2019,DKI Jakarta,5531630,P.K. TINO RAHARDIAN,17,39659
2019,DKI Jakarta,5531630,RIJAL,18,87865
2019,DKI Jakarta,5531630,SABAM SIRAIT,19,626618
2019,DKI Jakarta,5531630,"SLAMET ABADI, CPA.",20,17242
2019,DKI Jakarta,5531630,"Dra. Hj. SOEMIENTARSI MUNTORO, M.Si.",21,53132
2019,DKI Jakarta,5531630,"H. SUDARTO, S.Pd.I., M.M.",22,24867
2019,DKI Jakarta,5531630,"Drs. SUMARNO, M.Si.",23,37522
2019,DKI Jakarta,5531630,SUSANA SURYANI SARUMAHA,24,239921
2019,DKI Jakarta,5531630,"Ir. H. SUYARTONO SUWANDI, M.Sc.",25,38711
2019,DKI Jakarta,5531630,"Prof. Dr. Hj. SYLVIANA MURNI S.H., M.Si.",26,455182
2019,Jawa Barat,21556998,"AA ABDUL ROZAK, M.Ag.",1,807082
2019,Jawa Barat,21556998,AA JAENUDIN,2,886313
2019,Jawa Barat,21556998,"AAN PERMANA, S.H., M.H.",3,435370
2019,Jawa Barat,21556998,AA ONI SUWARMAN,4,4132681
2019,Jawa Barat,21556998,AA USEP EBIT MULYANA,5,326519
2019,Jawa Barat,21556998,"Dr. ABAH RUSKAWAN, M.M.",6,362791
2019,Jawa Barat,21556998,"Drs. H. ABDUL HADIE, M.M.",7,508377
2019,Jawa Barat,21556998,Ir. H. ADI GUNAWAN,8,238755
2019,Jawa Barat,21556998,"AGIS MUCHYIDIN, S.T.",9,395859
2019,Jawa Barat,21556998,"Dr. Ir. AGUS KUSWANTO, M.Si.",10,201902
2019,Jawa Barat,21556998,AHMAD BASHIRUDDIN SYAMSUDDUHA,11,338147
2019,Jawa Barat,21556998,"AJI SAPTAJI S.H.I, M.E.Sy.",12,208412
2019,Jawa Barat,21556998,"H. ALDWIN RAHADIAN M., S.H., M.AP., CIL.",13,282157
2019,Jawa Barat,21556998,"K.H. AMANG SYAFRUDIN, Lc.",14,1410880
2019,Jawa Barat,21556998,"A MULYANA, S.H., M.Pd., M.H.Kes.",15,693710
2019,Jawa Barat,21556998,ANDRI PERKASA KANTAPRAWIRA,16,182862
2019,Jawa Barat,21556998,Drs. H. ARIFIN H KERTASAPUTRA,17,496982
2019,Jawa Barat,21556998,"H. ASEP HIDAYAT, S.Ag.",18,1007653
2019,Jawa Barat,21556998,Ust. ASEP SYARIPUDIN,19,385102
2019,Jawa Barat,21556998,"Drs. H. ASEP SYARIPUDIN, M.Si.",20,306103
2019,Jawa Barat,21556998,"Ir. H. AYI HAMBALI, M.M.",21,313175
2019,Jawa Barat,21556998,DELFIZAR,22,65394
2019,Jawa Barat,21556998,DENI AHMAD HAEDARI,23,236719
2019,Jawa Barat,21556998,"DENI SUHERMAN, S.Pd.I., M.Pd.",24,288359
2019,Jawa Barat,21556998,Ir. ELAN HERYANTO H,25,502050
2019,Jawa Barat,21556998,"Dra. Ir. Hj. ENI SUMARNI, M.Kes.",26,920044
2019,Jawa Barat,21556998,"Hj. EUIS MULLY MULYATI SUKARYA, S.Pd.",27,898894
2019,Jawa Barat,21556998,"Drs. IDRIS EPENDI, M.M.",28,250309
2019,Jawa Barat,21556998,"H. IMAN SETIAWAN, S.H.",29,353851
2019,Jawa Barat,21556998,"IWAN KUSMAWAN, S.H.",30,129584
2019,Jawa Barat,21556998,MAULIDAN ISBAR,31,107633
2019,Jawa Barat,21556998,"MOHAMMAD TEGUH HARDITYA, S.E.",32,19052
2019,Jawa Barat,21556998,H. MUGI SUJANA,33,47830
2019,Jawa Barat,21556998,Ir. MUHAMAD SIDARTA,34,84649
2019,Jawa Barat,21556998,"Dr. OKTRI MOHAMMAD FIRDAUS, S.T., M.T., IPM.",35,260944
2019,Jawa Barat,21556998,"Hj. RINI SUJIYANTI, S.E., M.M.",36,599017
2019,Jawa Barat,21556998,"Dr. H. RM. IMAM I. TUNGGARA, M.Pd.",37,211058
2019,Jawa Barat,21556998,ROBBY MAULANA ZULKARNAEN,38,93726
2019,Jawa Barat,21556998,"SAPEI, S.T.",39,152499
2019,Jawa Barat,21556998,"Mayjen TNI (Purn) Dr. Ir. H. SUHARNO, M.M.",40,152217
2019,Jawa Barat,21556998,Ir. SUWIDI TONO,41,89829
2019,Jawa Barat,21556998,SYIFA HANANTA,42,311102
2019,Jawa Barat,21556998,"Dr. H. TATANG FARHANUL HAKIM, M.Pd.",43,371336
2019,Jawa Barat,21556998,Drs. Tb. ANIS ANGKAWIJAYA,44,70991
2019,Jawa Barat,21556998,"TIA MUTHIAH UMAR, S.Sos., M.Si.",45,568824
2019,Jawa Barat,21556998,"UDI, S.Ag.",46,29412
2019,Jawa Barat,21556998,Drs. K.H. YAYAN HASUNA HUDAYA,47,432770
2019,Jawa Barat,21556998,"H. YUSYUS KUSWANDANA, S.H., M.Si.",48,56122
2019,Jawa Barat,21556998,"Dr. H. ZULKARNAEN, S.H., M.H.",49,123575
2019,Jawa Barat,21556998,"H. HERI PURNAMA, M.Pd.I",50,208376
2019,Jawa Tengah,16419199,"ABDUL KHOLIK, SH., M.Si.",1,1420065
2019,Jawa Tengah,16419199,AGUS MUJAYANTO,2,404107
2019,Jawa Tengah,16419199,"Dr. H. BAMBANG SADONO, SH., MH.",3,1254802
2019,Jawa Tengah,16419199,"Ir. H. BAMBANG SUTRISNO, MM.",4,1631351
2019,Jawa Tengah,16419199,"BUDI YUWONO, SH.",5,668816
2019,Jawa Tengah,16419199,"CASYTHA A. KATHMANDU, SE.",6,2080525
2019,Jawa Tengah,16419199,"Dr. H. DARWITO, SE., MM.",7,1015420
